,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
21,Tyrell Malacia,nl NED,DF,25-218,,2,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
22,Ayden Heaven,eng ENG,DF,18-182,,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Toby Collyer,eng ENG,MF,21-079,,0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22
24,Antony,br BRA,"DF,MF",25-027,,0,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.65,0.08,0.73,0.65,0.73
25,Luke Shaw,eng ENG,DF,29-254,,0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Chidozie Obi-Martin,dk DEN,FW,17-114,,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Harry Amass,eng ENG,DF,18-007,,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Scott McTominay,sct SCO,MF,28-105,,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33
29,Altay Bayındır,tr TUR,GK,26-343,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Jayce Fitzgerald,eng ENG,MF,17-318,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Jack Fletcher,eng ENG,MF,18-004,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Tyler Fredricson,eng ENG,DF,20-028,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Hubert Graczyk,pl POL,GK,22-023,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Elyh Harrison,eng ENG,GK,19-032,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Tom Heaton,eng ENG,GK,38-342,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Sekou Koné,ml MLI,MF,19-048,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Godwill Kukonki,eng ENG,DF,17-045,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Dermot Mee,nir NIR,GK,22-123,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Jack Moorhouse,eng ENG,MF,19-114,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Ethan Wheatley,eng ENG,FW,19-062,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Squad Total,,,26.3,,319,2610.0,29.0,35.0,23.0,58.0,32.0,3.0,3.0,64.0,3.0,38.9,36.5,29.2,65.7,492.0,1055.0,1043.0,1.21,0.79,2.0,1.1,1.9,1.34,1.01,2.35,1.26,2.27
42,Opponent Total,,,27.1,,319,2610.0,29.0,39.0,26.0,65.0,36.0,3.0,4.0,57.0,1.0,44.3,41.2,31.1,72.3,526.0,945.0,938.0,1.34,0.9,2.24,1.24,2.14,1.53,1.07,2.6,1.42,2.49
0,Pedro Porro,es ESP,DF,25-191,,24,2280.0,25.3,2.0,5.0,7.0,2.0,0.0,0.0,2.0,0.0,1.5,1.5,3.2,4.7,57.0,128.0,93.0,0.08,0.2,0.28,0.08,0.28,0.06,0.13,0.18,0.06,0.18
1,Dejan Kulusevski,se SWE,"MF,FW",24-332,,24,2154.0,23.9,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,4.1,4.1,6.1,10.2,115.0,118.0,199.0,0.29,0.17,0.46,0.29,0.46,0.17,0.25,0.43,0.17,0.43
2,Son Heung-min,kr KOR,FW,32-258,,21,1858.0,20.6,7.0,9.0,16.0,6.0,1.0,2.0,1.0,0.0,6.5,4.9,8.1,13.0,81.0,95.0,233.0,0.34,0.44,0.78,0.29,0.73,0.32,0.39,0.71,0.24,0.63
3,Destiny Udogie,it ITA,DF,22-115,,21,1654.0,18.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.3,1.6,47.0,110.0,86.0,0.0,0.05,0.05,0.0,0.05,0.02,0.07,0.09,0.02,0.09
4,Dominic Solanke,eng ENG,FW,27-190,,20,1778.0,19.8,7.0,3.0,10.0,7.0,0.0,0.0,0.0,0.0,9.2,9.2,2.8,12.0,27.0,38.0,75.0,0.35,0.15,0.51,0.35,0.51,0.47,0.14,0.61,0.47,0.61
5,Brennan Johnson,wls WAL,FW,23-304,,20,1762.0,19.6,9.0,2.0,11.0,9.0,0.0,0.0,4.0,0.0,9.2,9.2,1.6,10.8,52.0,57.0,169.0,0.46,0.1,0.56,0.46,0.56,0.47,0.08,0.55,0.47,0.55
6,Guglielmo Vicario,it ITA,GK,28-167,,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,James Maddison,eng ENG,MF,28-120,,17,1524.0,16.9,9.0,5.0,14.0,9.0,0.0,0.0,6.0,0.0,5.7,5.7,3.6,9.3,38.0,140.0,78.0,0.53,0.3,0.83,0.53,0.83,0.34,0.21,0.55,0.34,0.55
8,Pape Matar Sarr,sn SEN,MF,22-190,,16,1396.0,15.5,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,3.1,3.1,1.5,4.7,27.0,72.0,40.0,0.19,0.13,0.32,0.19,0.32,0.2,0.1,0.3,0.2,0.3
9,Rodrigo Bentancur,uy URU,MF,27-271,,16,1246.0,13.8,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,0.4,1.7,19.0,80.0,24.0,0.14,0.0,0.14,0.14,0.14,0.1,0.03,0.13,0.1,0.13
10,Radu Drăgușin,ro ROU,DF,23-048,,14,1252.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,7.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
11,Yves Bissouma,ml MLI,MF,28-205,,14,1145.0,12.7,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.6,0.6,0.2,0.8,15.0,68.0,3.0,0.16,0.0,0.16,0.16,0.16,0.04,0.02,0.06,0.04,0.06
12,Cristian Romero,ar ARG,DF,26-330,,14,1101.0,12.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.5,1.7,10.0,56.0,2.0,0.08,0.0,0.08,0.08,0.08,0.09,0.04,0.14,0.09,0.14
13,Archie Gray,eng ENG,"DF,MF",19-011,,13,1245.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
14,Djed Spence,eng ENG,DF,24-226,,11,1064.0,11.8,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.3,0.3,1.5,1.8,36.0,62.0,48.0,0.08,0.08,0.17,0.08,0.17,0.02,0.13,0.15,0.02,0.15
15,Micky van de Ven,nl NED,DF,23-338,,9,818.0,9.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,1.2,1.5,8.0,44.0,1.0,0.0,0.22,0.22,0.0,0.22,0.04,0.13,0.17,0.04,0.17
16,Lucas Bergvall,se SWE,MF,19-049,,8,934.0,10.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.4,1.0,24.0,42.0,23.0,0.0,0.1,0.1,0.0,0.1,0.05,0.04,0.09,0.05,0.09
17,Ben Davies,wls WAL,DF,31-333,,8,721.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.2,6.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
18,Fraser Forster,eng ENG,GK,37-006,,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Timo Werner,de GER,"FW,MF",29-017,,4,516.0,5.7,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.5,3.5,42.0,30.0,89.0,0.0,0.52,0.52,0.0,0.52,0.17,0.44,0.61,0.17,0.61
20,Antonín Kinský,cz CZE,GK,22-010,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
21,Wilson Odobert,fr FRA,FW,20-115,,4,353.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.7,25.0,14.0,35.0,0.0,0.0,0.0,0.0,0.0,0.17,0.02,0.19,0.17,0.19
22,Kevin Danso,at AUT,DF,26-185,,4,347.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.4,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1
23,Mathys Tel,fr FRA,FW,19-330,,4,305.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,6.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.23,0.03,0.26,0.23,0.26
24,Richarlison,br BRA,FW,27-317,,2,279.0,3.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.2,1.2,0.9,2.1,8.0,10.0,17.0,0.65,0.32,0.97,0.65,0.97,0.38,0.29,0.67,0.38,0.67
25,Mikey Moore,eng ENG,"FW,MF",17-224,,2,185.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,9.0,7.0,30.0,0.0,0.49,0.49,0.0,0.49,0.1,0.16,0.26,0.1,0.26
26,Brandon Austin,eng ENG,GK,26-074,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Sergio Reguilón,es ESP,DF,28-097,,0,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,4.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07
28,Dane Scarlett,eng ENG,"FW,MF",20-364,,0,34.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,1.0,0.0,2.65,2.65,0.0,2.65,0.09,0.12,0.22,0.09,0.22
29,Alfie Dorrington,eng ENG,DF,19-337,,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Will Lankshear,eng ENG,"FW,MF",19-337,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Oyindamola Ajayi,eng ENG,FW,19-086,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Dante Cassanova,jm JAM,DF,20-275,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Alfie Devine,eng ENG,MF,20-234,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Malachi Hardy,eng ENG,DF,17-013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Maeson King,eng ENG,DF,19-195,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Yang Minhyeok,kr KOR,MF,18-341,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Callum Olusesi,eng ENG,MF,18-065,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Alfie Whiteman,eng ENG,GK,26-172,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Luca Williams Barnett,eng ENG,FW,16-173,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Squad Total,,,25.8,,319,2610.0,29.0,52.0,41.0,93.0,51.0,1.0,2.0,54.0,1.0,47.3,45.7,36.7,82.4,671.0,1294.0,1285.0,1.79,1.41,3.21,1.76,3.17,1.63,1.27,2.9,1.58,2.84
41,Opponent Total,,,27.0,,319,2610.0,29.0,41.0,29.0,70.0,39.0,2.0,2.0,67.0,3.0,48.4,46.8,35.3,82.0,503.0,975.0,966.0,1.41,1.0,2.41,1.34,2.34,1.67,1.22,2.88,1.61,2.83
0,Jordan Pickford,eng ENG,GK,31-016,29.0,29,2610.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01
1,James Tarkowski,eng ENG,DF,32-124,29.0,29,2601.0,28.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,2.2,3.3,8.0,69.0,3.0,0.03,0.03,0.07,0.03,0.07,0.04,0.08,0.12,0.04,0.12
2,Vitaliy Mykolenko,ua UKR,DF,25-298,27.0,27,2362.0,26.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,1.5,1.9,26.0,89.0,68.0,0.0,0.04,0.04,0.0,0.04,0.02,0.06,0.07,0.02,0.07
3,Idrissa Gana Gueye,sn SEN,MF,35-178,28.0,26,2267.0,25.2,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.5,2.5,18.0,109.0,20.0,0.0,0.12,0.12,0.0,0.12,0.04,0.06,0.1,0.04,0.1
4,Abdoulaye Doucouré,ml MLI,MF,32-081,25.0,24,1980.0,22.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,1.0,3.2,3.2,1.5,4.7,32.0,66.0,73.0,0.09,0.05,0.14,0.09,0.14,0.14,0.07,0.21,0.14,0.21
5,Iliman Ndiaye,sn SEN,FW,25-017,24.0,22,1877.0,20.9,6.0,0.0,6.0,5.0,1.0,1.0,3.0,0.0,3.6,2.8,1.5,4.3,71.0,38.0,95.0,0.29,0.0,0.29,0.24,0.24,0.17,0.07,0.25,0.13,0.21
6,Jarrad Branthwaite,eng ENG,DF,22-269,22.0,20,1808.0,20.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,0.6,1.3,8.0,46.0,1.0,0.0,0.05,0.05,0.0,0.05,0.04,0.03,0.07,0.04,0.07
7,Dominic Calvert-Lewin,eng ENG,FW,28-007,22.0,19,1574.0,17.5,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,6.1,6.1,0.6,6.7,22.0,19.0,105.0,0.17,0.06,0.23,0.17,0.23,0.35,0.04,0.39,0.35,0.39
8,Ashley Young,eng ENG,"DF,FW",39-257,25.0,17,1557.0,17.3,1.0,3.0,4.0,1.0,0.0,0.0,6.0,1.0,0.3,0.3,1.6,1.8,19.0,81.0,25.0,0.06,0.17,0.23,0.06,0.23,0.02,0.09,0.11,0.02,0.11
9,Jack Harrison,eng ENG,FW,28-123,25.0,17,1504.0,16.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.1,3.1,3.2,6.3,45.0,36.0,90.0,0.06,0.0,0.06,0.06,0.06,0.18,0.19,0.37,0.18,0.37
10,Jesper Lindstrøm,dk DEN,FW,25-022,25.0,15,1239.0,13.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.1,2.1,2.0,4.1,30.0,25.0,81.0,0.0,0.07,0.07,0.0,0.07,0.15,0.15,0.3,0.15,0.3
11,Orel Mangala,be BEL,MF,27-005,19.0,14,1261.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.6,1.8,6.0,34.0,19.0,0.07,0.0,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13
12,Dwight McNeil,eng ENG,"MF,FW",25-121,13.0,13,1140.0,12.7,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,0.9,0.9,3.5,4.4,31.0,60.0,65.0,0.24,0.24,0.47,0.24,0.47,0.07,0.27,0.34,0.07,0.34
13,James Garner,eng ENG,"MF,DF",24-010,12.0,9,861.0,9.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,1.0,1.1,7.0,25.0,17.0,0.0,0.1,0.1,0.0,0.1,0.02,0.1,0.12,0.02,0.12
14,Jake O'Brien,ie IRL,DF,23-312,12.0,9,851.0,9.5,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.6,0.6,0.6,1.1,5.0,34.0,23.0,0.21,0.0,0.21,0.21,0.21,0.06,0.06,0.12,0.06,0.12
15,Michael Keane,eng ENG,DF,32-071,10.0,9,813.0,9.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.4,0.4,0.1,0.5,1.0,12.0,3.0,0.22,0.0,0.22,0.22,0.22,0.05,0.01,0.06,0.05,0.06
16,Beto,gw GNB,FW,27-051,21.0,8,932.0,10.4,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,5.5,5.5,0.7,6.1,10.0,7.0,50.0,0.58,0.0,0.58,0.58,0.58,0.53,0.06,0.59,0.53,0.59
17,Tim Iroegbunam,eng ENG,MF,21-266,13.0,4,477.0,5.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.2,0.4,7.0,13.0,9.0,0.0,0.19,0.19,0.0,0.19,0.04,0.04,0.08,0.04,0.08
18,Carlos Alcaraz,ar ARG,"MF,FW",22-113,6.0,3,317.0,3.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,1.1,2.0,8.0,17.0,8.0,0.28,0.28,0.57,0.28,0.57,0.25,0.32,0.57,0.25,0.57
19,Séamus Coleman,ie IRL,DF,36-163,3.0,2,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26
20,Armando Broja,al ALB,FW,23-194,6.0,2,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,9.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12
21,Roman Dixon,eng ENG,DF,20-087,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Nathan Patterson,sct SCO,"DF,FW",23-158,7.0,0,129.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.24,0.29,0.05,0.29
23,Harrison Armstrong,eng ENG,MF,18-063,3.0,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.14,0.82,0.69,0.82
24,Youssef Chermiti,pt POR,FW,20-303,1.0,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.51,0.51
25,Mason Holgate,eng ENG,"FW,DF",28-152,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Callum Bates,eng ENG,MF,19-176,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Asmir Begović,ba BIH,GK,37-276,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Coby Ebere,de GER,MF,19-187,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Isaac Heath,eng ENG,FW,20-146,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Neal Maupay,fr FRA,"FW,MF",28-221,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Jenson Metcalfe,eng ENG,MF,20-198,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Martin Sherif,nl NED,FW,18-286,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,João Virgínia,pt POR,GK,25-164,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Squad Total,,,28.9,29.0,319,2610.0,29.0,29.0,19.0,48.0,28.0,1.0,1.0,61.0,2.0,31.6,30.8,24.2,55.0,369.0,799.0,786.0,1.0,0.66,1.66,0.97,1.62,1.09,0.84,1.93,1.06,1.9
35,Opponent Total,,,26.9,29.0,319,2610.0,29.0,36.0,28.0,64.0,36.0,0.0,2.0,36.0,2.0,35.6,34.0,27.0,60.9,539.0,1237.0,1228.0,1.24,0.97,2.21,1.24,2.21,1.23,0.93,2.16,1.17,2.1
0,Max Kilman,eng ENG,DF,27-304,29.0,29,2538.0,28.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.4,1.4,1.0,2.4,25.0,95.0,5.0,0.0,0.04,0.04,0.0,0.04,0.05,0.04,0.09,0.05,0.09
1,Aaron Wan-Bissaka,eng ENG,DF,27-117,28.0,27,2434.0,27.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.3,3.4,88.0,108.0,118.0,0.07,0.07,0.15,0.07,0.15,0.04,0.09,0.12,0.04,0.12
2,Jarrod Bowen,eng ENG,"FW,MF",28-093,25.0,25,2186.0,24.3,7.0,5.0,12.0,6.0,1.0,1.0,1.0,0.0,6.3,5.5,5.0,10.5,83.0,76.0,149.0,0.29,0.21,0.49,0.25,0.45,0.26,0.2,0.46,0.23,0.43
3,Tomáš Souček,cz CZE,MF,30-024,27.0,24,2083.0,23.1,7.0,1.0,8.0,7.0,0.0,0.0,8.0,0.0,4.9,4.9,1.0,5.9,6.0,65.0,55.0,0.3,0.04,0.35,0.3,0.35,0.21,0.04,0.25,0.21,0.25
4,Mohammed Kudus,gh GHA,"MF,FW",24-233,24.0,24,1994.0,22.2,3.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,5.9,5.9,2.1,8.0,79.0,64.0,167.0,0.14,0.05,0.18,0.14,0.18,0.26,0.1,0.36,0.26,0.36
5,Emerson Palmieri,it ITA,DF,30-232,25.0,23,1792.0,19.9,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.6,1.6,1.5,3.1,36.0,53.0,69.0,0.1,0.05,0.15,0.1,0.15,0.08,0.07,0.15,0.08,0.15
6,Lucas Paquetá,br BRA,"MF,FW",27-208,25.0,21,1807.0,20.1,4.0,0.0,4.0,2.0,2.0,2.0,7.0,0.0,5.0,3.4,2.1,5.5,16.0,97.0,66.0,0.2,0.0,0.2,0.1,0.1,0.25,0.1,0.35,0.17,0.27
7,Edson Álvarez,mx MEX,MF,27-150,23.0,18,1535.0,17.1,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.3,0.3,0.8,1.1,20.0,68.0,18.0,0.0,0.06,0.06,0.0,0.06,0.02,0.05,0.07,0.02,0.07
8,Konstantinos Mavropanos,gr GRE,DF,27-102,25.0,17,1662.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.2,1.2,0.5,1.7,15.0,55.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09
9,Alphonse Areola,fr FRA,GK,32-024,18.0,17,1540.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Guido Rodríguez,ar ARG,MF,30-345,20.0,14,1018.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.1,0.3,2.0,31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
11,Jean-Clair Todibo,fr FRA,DF,25-083,19.0,12,1145.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,6.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
12,Carlos Soler,es ESP,"MF,FW",28-080,24.0,12,1098.0,12.2,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.2,1.2,1.1,2.3,12.0,45.0,21.0,0.08,0.08,0.16,0.08,0.16,0.1,0.09,0.19,0.1,0.19
13,Łukasz Fabiański,pl POL,GK,39-339,13.0,12,1070.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Michail Antonio,jm JAM,FW,34-360,14.0,11,836.0,9.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,1.6,3.8,29.0,18.0,59.0,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41
15,Vladimír Coufal,cz CZE,DF,32-213,15.0,8,736.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.6,0.8,11.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1
16,Crysencio Summerville,nl NED,"FW,MF",23-144,19.0,7,786.0,8.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,1.7,3.3,29.0,18.0,71.0,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38
17,Aaron Cresswell,eng ENG,DF,35-098,13.0,6,544.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.1,1.3,4.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.19,0.21,0.02,0.21
